id,Text1,Text2,Class
3456,A girl in a yellow sunhat is hanging on ropes.,A girl is hanging around.,Duplicate
3457,A shirtless guy with blue shorts and a surfboard walking towards the beach water.,A woman prepares to jump into the ocean while on vacation.,Conflict
3458,An elderly Muslim couple peers and smiles out of a green curtained balcony.,The couple is very young.,Conflict
3459,An athelete takes a break and sits in the grass drinking water.,An athlete is resting.,Duplicate
3460,Woman talking on cellphone and wearing rollerskates.,The woman is texting and in slippers.,Conflict
3461,A woman standing in front of things.,A man is sitting in a recliner.,Conflict
3462,There is a man with a green t-shirt cooking hamburgers and hotdogs outside on a grill.,A man cooks for his office 's annual picnic.,Neutral
3463,Three women in gypsy skirts stand around the Parking area for the Notre Dame in France.,Three gypsys stand around a parking area in France.,Duplicate
3464,"A man in a black shirt , holding up a paper full of math equations.",The man is going down a water-slide.,Conflict
3465,A man wearing white boxers is bathing outside using an orange bucket.,HE is playing basketball.,Conflict
3466,A man jumping his bicycle off dirt mounds is several feet in the air.,A man wrecked his bicycle.,Conflict
3467,A dog running with a toy in his mouth.,The dog is chasing after a rabbit,Conflict
3468,A man in a blue shirt is riding a bicycle down a long paved road.,There is a man outdoors.,Duplicate
3469,A skateboarder doing maneuvers.,Someone is riding a skateboard.,Duplicate
3470,The man in the yellow vest sat down on the brick to make a cellphone call.,A lady in a blue vest checks her email.,Conflict
3471,A man holds up a tiny sign reading `` I 'm a photographer not a terrorist.,'' A photographer holds up a sign.,Duplicate
3472,"A little girl is holding a colorful end war Ron Paul sign , some adults are also standing near her in the picture.",A person holding a sign,Duplicate
3473,A boy dances as another boy stands on a short brick wall.,Boys playing video games,Conflict
3474,"Two women , one in a dark colored clothing and one in light colored clothing , rides a water slide.",Two women are at a water park.,Neutral
3475,A soccer player quickly puts the ball back into play as a an opposing player marks him closely.,They players are playing soccer.,Duplicate
3476,An African American male holding a microphone.,The man is holding a beer.,Conflict
3477,A man looks closely as he sits.,A man is at a basketball game.,Neutral
3478,A woman works by a sewing machine.,The woman is working under the hood of a car.,Conflict
3479,A small boy climbing a backyard play set.,The boy is asleep in his bed.,Conflict
3480,African soldier carrying a fly covered AK-47 over his shoulder.,African soldier carrying a AK-47 gun on his shoulder,Duplicate
3481,A young asian boy wearing cargo pants stretches on the railing to a bridge.,A young boy in a red shirt stretches with the railing on a bridge.,Neutral
3482,3 men working in the harvesting the fields.,The men working in the field are hot.,Neutral
3483,A well dressed man sleeps in front of a store window advertising books.,Man selling ice cream,Conflict
3484,A woman wearing a white coat pushes a wheelchair through a crowd.,A man takes a shower.,Conflict
3485,A woman with a head covering and traditional clothing is reading into a microphone from a piece of paper.,The clothes have florid patterns.,Neutral
3486,A man and a woman are getting haircuts.,Two people wearing capes are getting haircuts.,Neutral
3487,A woman in a long white bridal gown and a man in a black suit are standing at a rail looking at the ocean.,Two kids are looking at the ocean.,Conflict
3488,A man and a boy set up a grill on a sunny day.,Two people getting ready to grill.,Duplicate
3489,Two young players are pushing each other in a football practice.,Two players are doing tackling drills.,Neutral
3490,A woman scales a difficult rock face assisted by a rope.,a woman rock climbing,Duplicate
3491,"A baseball player , a woman with Frisbees , and a dog in front of blue bleachers.",They are in front of red bleachers.,Conflict
3492,A boy selling lemonade for $ 1 rides his bike with no hands as he advertises his product to a long line of people.,The daredevil boy is trying to raise money by selling lemonade to pay for circus lessons.,Neutral
3493,A boy in a yellow shirt and blue jeans jumps over exercise pylons while two boys dressed in soccer uniforms look on.,Three boys get together for a game of tag football while three other boys look on.,Conflict
3494,A guy showing his bike to a kid.,A child is looking at a bike.,Duplicate
3495,A child is playing in some plants lining a city street.,A child is playing ball.,Neutral
3496,This appears to be a group of Asian people cleaning and preparing food.,Some people are preparing a meal.,Duplicate
3497,Two boys hold badminton rackets to the sky in a backyard.,The boys are clapping their hands.,Conflict
3498,A group of people on a boat in the water.,People are in a boat on a lake.,Neutral
3499,A brunette woman holds a child in a busy daycare.,A sad woman holds a child in a busy daycare.,Neutral
3500,"A man in an orange ball cap , sunglasses and orange reflector jacket holding a pole standing next to another man in a striped shirt and glasses.",A construction worker performs hard manual labor while a pedestrian looks on.,Neutral
3501,A woman passing by the shore.,A woman passed her exam.,Conflict
3502,The brown dog is out in the snow.,The brown dog is swimming in the pond,Conflict
3503,Three women posing with the naked cowboy.,The ladies are near a nude cowboy.,Duplicate
3504,A bunch of people sit in the shade of a cement awning.,A group of people talk about sports,Neutral
3505,A brown dog is biting a black dog.,A clown juggles a bunch of bowling pins.,Conflict
3506,a girl in a white hat sits at a table.,The girl is hiding under the table.,Conflict
3507,A little girl in a red shirt going down a purple slide.,A human in clothing.,Duplicate
3508,"Two children dressed as medical professionals touch a baby , while a television is on in the background.",Two children playing doctor with their infant sibling.,Neutral
3509,"A female bartender pouring a drink , with a jack-o-lantern in the foreground.",she is pouring the drink,Duplicate
3510,"A man wearing a belt , a tan jacket and brown shoes is walking next to a woman with a brown purse , a black outfit , and sunglasses on a sidewalk.",A man wearing sweatpants and rainbow colored shoes bumps into a lady in a mall food court.,Conflict
3511,"A few men are shown flipping in the air , upside down , as a result of using a contraption that is on their legs.",A man uses a contraption to get airborne.,Duplicate
3512,Two dogs are playing rough in a green field of grass.,Two dogs are playing in the middle of Yankees Stadium during the top of the 3rd inning.,Conflict
3513,Two dogs play in the water under a bridge.,Two dogs are getting wet.,Duplicate
3514,A group of men standing in an sporting goods store.,There are men in a poorly lit store.,Neutral
3515,The brown dog is laying down on a blue sheet.,The dog is laying on the street.,Neutral
3516,A person holding a small dog on a leash is bending over and looking through items.,The dog is near the person.,Duplicate
3517,"Two older women , one on a bicycle talking in front of a sign in a city with an older gentleman looking on.",two older women in the city.,Duplicate
3518,Two children are walking on the green grass with yellow shirts.,The two children are going off to play together.,Neutral
